"observation","site_no","dateTime","water discharge","nitrite+nitrate","latitude","longitude","altitude"
"4174","04183979",2021-09-14,0,0.04,41.26694444,-84.5919444,690.18
"4175","04183979",2021-09-15,0,0.04,41.26694444,-84.5919444,690.18
"4176","04183979",2021-09-16,0,0.04,41.26694444,-84.5919444,690.18
"4177","04183979",2021-09-17,0,0.04,41.26694444,-84.5919444,690.18
"4178","04183979",2021-09-18,0,0.04,41.26694444,-84.5919444,690.18
"4179","04183979",2021-09-19,0,0.04,41.26694444,-84.5919444,690.18
"4180","04183979",2021-09-20,0,0.04,41.26694444,-84.5919444,690.18
"4181","04183979",2021-09-21,0,0.04,41.26694444,-84.5919444,690.18
"4182","04183979",2021-09-22,4.78,0.968,41.26694444,-84.5919444,690.18
"4183","04183979",2021-09-23,149,12.8,41.26694444,-84.5919444,690.18
"4184","04183979",2021-09-24,49.1,15.5,41.26694444,-84.5919444,690.18
"4185","04183979",2021-09-25,18.6,14.1,41.26694444,-84.5919444,690.18
"4186","04183979",2021-09-26,8.49,12.7,41.26694444,-84.5919444,690.18
"4187","04183979",2021-09-27,2.76,11.3,41.26694444,-84.5919444,690.18
"4188","04183979",2021-09-28,1.39,9.94,41.26694444,-84.5919444,690.18
"4189","04183979",2021-09-29,0.84,8.49,41.26694444,-84.5919444,690.18
"4190","04183979",2021-09-30,0.58,7.05,41.26694444,-84.5919444,690.18
"4191","04183979",2021-10-01,0.41,6.25,41.26694444,-84.5919444,690.18
"4192","04183979",2021-10-02,0.34,6.09,41.26694444,-84.5919444,690.18
"4193","04183979",2021-10-03,1.57,5.88,41.26694444,-84.5919444,690.18
"4194","04183979",2021-10-04,27.6,5.21,41.26694444,-84.5919444,690.18
"4195","04183979",2021-10-05,47.9,8.98,41.26694444,-84.5919444,690.18
"4196","04183979",2021-10-06,11.3,10.6,41.26694444,-84.5919444,690.18
"4197","04183979",2021-10-07,3.81,9.75,41.26694444,-84.5919444,690.18
"4198","04183979",2021-10-08,30.2,8.37,41.26694444,-84.5919444,690.18
"4199","04183979",2021-10-09,105,7.64,41.26694444,-84.5919444,690.18
"4200","04183979",2021-10-10,32,10.2,41.26694444,-84.5919444,690.18
"4201","04183979",2021-10-11,12.1,9.89,41.26694444,-84.5919444,690.18
"4202","04183979",2021-10-12,6.01,9.42,41.26694444,-84.5919444,690.18
"4203","04183979",2021-10-13,3.38,8.94,41.26694444,-84.5919444,690.18
"4204","04183979",2021-10-14,13.9,8.16,41.26694444,-84.5919444,690.18
"4205","04183979",2021-10-15,401,2.32,41.26694444,-84.5919444,690.18
"4206","04183979",2021-10-16,327,4.06,41.26694444,-84.5919444,690.18
"4207","04183979",2021-10-17,78,8.37,41.26694444,-84.5919444,690.18
"4208","04183979",2021-10-18,26.9,10.4,41.26694444,-84.5919444,690.18
"4209","04183979",2021-10-19,11.1,10.1,41.26694444,-84.5919444,690.18
"4210","04183979",2021-10-20,5.89,9.6,41.26694444,-84.5919444,690.18
"4211","04183979",2021-10-21,4.46,9.07,41.26694444,-84.5919444,690.18
"4212","04183979",2021-10-22,3.26,8.55,41.26694444,-84.5919444,690.18
"4213","04183979",2021-10-23,2.47,8.03,41.26694444,-84.5919444,690.18
"4214","04183979",2021-10-24,22.1,6.29,41.26694444,-84.5919444,690.18
"4215","04183979",2021-10-25,585,1.82,41.26694444,-84.5919444,690.18
"4216","04183979",2021-10-26,200,4.52,41.26694444,-84.5919444,690.18
"4217","04183979",2021-10-27,52.5,9.12,41.26694444,-84.5919444,690.18
"4218","04183979",2021-10-28,22.1,7.81,41.26694444,-84.5919444,690.18
"4219","04183979",2021-10-29,152,2.69,41.26694444,-84.5919444,690.18
"4220","04183979",2021-10-30,140,4.39,41.26694444,-84.5919444,690.18
"4221","04183979",2021-10-31,42.5,7.17,41.26694444,-84.5919444,690.18
"4222","04183979",2021-11-01,16.4,7.91,41.26694444,-84.5919444,690.18
"4223","04183979",2021-11-02,8.24,8.13,41.26694444,-84.5919444,690.18
"4224","04183979",2021-11-03,4.92,8.15,41.26694444,-84.5919444,690.18
"4225","04183979",2021-11-04,3.36,8.15,41.26694444,-84.5919444,690.18
"4226","04183979",2021-11-05,2.28,8.15,41.26694444,-84.5919444,690.18
"4227","04183979",2021-11-06,1.84,8.14,41.26694444,-84.5919444,690.18
"4228","04183979",2021-11-07,1.68,8.14,41.26694444,-84.5919444,690.18
"4229","04183979",2021-11-08,1.76,8.14,41.26694444,-84.5919444,690.18
"4230","04183979",2021-11-09,1.52,8.08,41.26694444,-84.5919444,690.18
"4231","04183979",2021-11-10,1.32,8.01,41.26694444,-84.5919444,690.18
"4232","04183979",2021-11-11,1.64,7.94,41.26694444,-84.5919444,690.18
"4233","04183979",2021-11-12,1.53,7.87,41.26694444,-84.5919444,690.18
"4234","04183979",2021-11-13,1.14,7.8,41.26694444,-84.5919444,690.18
"4235","04183979",2021-11-14,0.98,7.73,41.26694444,-84.5919444,690.18
"4236","04183979",2021-11-15,1.04,7.64,41.26694444,-84.5919444,690.18
"4237","04183979",2021-11-16,0.88,7.43,41.26694444,-84.5919444,690.18
"4238","04183979",2021-11-17,0.86,7.19,41.26694444,-84.5919444,690.18
"4239","04183979",2021-11-18,2.78,6.95,41.26694444,-84.5919444,690.18
"4240","04183979",2021-11-19,2.2,6.71,41.26694444,-84.5919444,690.18
"4241","04183979",2021-11-20,1.5,6.47,41.26694444,-84.5919444,690.18
"4242","04183979",2021-11-21,2.04,6.23,41.26694444,-84.5919444,690.18
"4243","04183979",2021-11-22,3.41,6.01,41.26694444,-84.5919444,690.18
"4244","04183979",2021-11-23,2.05,6.04,41.26694444,-84.5919444,690.18
"4245","04183979",2021-11-24,1.59,6.13,41.26694444,-84.5919444,690.18
"4246","04183979",2021-11-25,2.79,6.22,41.26694444,-84.5919444,690.18
"4247","04183979",2021-11-26,4.24,6.31,41.26694444,-84.5919444,690.18
"4248","04183979",2021-11-27,2.74,6.4,41.26694444,-84.5919444,690.18
"4249","04183979",2021-11-28,2.58,6.49,41.26694444,-84.5919444,690.18
"4250","04183979",2021-11-29,1.88,6.58,41.26694444,-84.5919444,690.18
"4251","04183979",2021-11-30,1.65,6.66,41.26694444,-84.5919444,690.18
"4252","04183979",2021-12-01,1.48,6.63,41.26694444,-84.5919444,690.18
"4253","04183979",2021-12-02,1.42,6.58,41.26694444,-84.5919444,690.18
"4254","04183979",2021-12-03,1.42,6.54,41.26694444,-84.5919444,690.18
"4255","04183979",2021-12-04,1.19,6.49,41.26694444,-84.5919444,690.18
"4256","04183979",2021-12-05,16.1,5.94,41.26694444,-84.5919444,690.18
"4257","04183979",2021-12-06,78.7,4.19,41.26694444,-84.5919444,690.18
"4258","04183979",2021-12-07,15.3,7.2,41.26694444,-84.5919444,690.18
"4259","04183979",2021-12-08,5.76,7.05,41.26694444,-84.5919444,690.18
"4260","04183979",2021-12-09,3.16,6.68,41.26694444,-84.5919444,690.18
"4261","04183979",2021-12-10,2.65,6.21,41.26694444,-84.5919444,690.18
"4262","04183979",2021-12-11,216,2.85,41.26694444,-84.5919444,690.18
"4263","04183979",2021-12-12,55.3,5.44,41.26694444,-84.5919444,690.18
"4264","04183979",2021-12-13,17.1,7.08,41.26694444,-84.5919444,690.18
"4265","04183979",2021-12-14,8.67,7.24,41.26694444,-84.5919444,690.18
"4266","04183979",2021-12-15,9.96,7.05,41.26694444,-84.5919444,690.18
"4267","04183979",2021-12-16,12.6,6.83,41.26694444,-84.5919444,690.18
"4268","04183979",2021-12-17,7.98,6.62,41.26694444,-84.5919444,690.18
"4269","04183979",2021-12-18,86.5,3.47,41.26694444,-84.5919444,690.18
"4270","04183979",2021-12-19,51.5,3.91,41.26694444,-84.5919444,690.18
"4271","04183979",2021-12-20,9.34,6.5,41.26694444,-84.5919444,690.18
"4272","04183979",2021-12-21,3.73,7,41.26694444,-84.5919444,690.18
"4273","04183979",2021-12-22,2.6,6.88,41.26694444,-84.5919444,690.18
"4274","04183979",2021-12-23,2.07,6.77,41.26694444,-84.5919444,690.18
"4275","04183979",2021-12-24,1.82,6.66,41.26694444,-84.5919444,690.18
"4276","04183979",2021-12-25,23.7,6.12,41.26694444,-84.5919444,690.18
"4277","04183979",2021-12-26,26.4,6.39,41.26694444,-84.5919444,690.18
"4278","04183979",2021-12-27,135,3.93,41.26694444,-84.5919444,690.18
"4279","04183979",2021-12-28,74.4,6.57,41.26694444,-84.5919444,690.18
"4280","04183979",2021-12-29,158,4.75,41.26694444,-84.5919444,690.18
"4281","04183979",2021-12-30,96,6.54,41.26694444,-84.5919444,690.18
"4282","04183979",2021-12-31,44.7,6.66,41.26694444,-84.5919444,690.18
"4283","04183979",2022-01-01,29.3,5.95,41.26694444,-84.5919444,690.18
"4284","04183979",2022-01-02,35.4,3.6,41.26694444,-84.5919444,690.18
"4285","04183979",2022-01-03,8.9,6.19,41.26694444,-84.5919444,690.18
"4286","04183979",2022-01-04,8.34,8.25,41.26694444,-84.5919444,690.18
"4287","04183979",2022-01-05,5.18,8.34,41.26694444,-84.5919444,690.18
"4288","04183979",2022-01-06,4.03,8.23,41.26694444,-84.5919444,690.18
"4289","04183979",2022-01-07,3.21,8.12,41.26694444,-84.5919444,690.18
"4290","04183979",2022-01-08,2.64,8.01,41.26694444,-84.5919444,690.18
"4291","04183979",2022-01-09,2.22,7.9,41.26694444,-84.5919444,690.18
"4292","04183979",2022-01-10,1.93,7.8,41.26694444,-84.5919444,690.18
"4293","04183979",2022-01-11,1.68,7.78,41.26694444,-84.5919444,690.18
"4294","04183979",2022-01-12,1.46,7.77,41.26694444,-84.5919444,690.18
"4295","04183979",2022-01-13,1.28,7.77,41.26694444,-84.5919444,690.18
"4296","04183979",2022-01-14,1.13,7.77,41.26694444,-84.5919444,690.18
"4297","04183979",2022-01-15,1,7.76,41.26694444,-84.5919444,690.18
"4298","04183979",2022-01-16,0.88,7.76,41.26694444,-84.5919444,690.18
"4299","04183979",2022-01-17,0.74,7.75,41.26694444,-84.5919444,690.18
"4300","04183979",2022-01-18,0.68,7.74,41.26694444,-84.5919444,690.18
"4301","04183979",2022-01-19,0.64,7.67,41.26694444,-84.5919444,690.18
"4302","04183979",2022-01-20,0.62,7.57,41.26694444,-84.5919444,690.18
"4303","04183979",2022-01-21,0.6,7.48,41.26694444,-84.5919444,690.18
"4304","04183979",2022-01-22,0.58,7.39,41.26694444,-84.5919444,690.18
"4305","04183979",2022-01-23,0.58,7.3,41.26694444,-84.5919444,690.18
"4306","04183979",2022-01-24,0.59,7.21,41.26694444,-84.5919444,690.18
"4307","04183979",2022-01-25,0.57,7.11,41.26694444,-84.5919444,690.18
"4308","04183979",2022-01-26,0.56,6.98,41.26694444,-84.5919444,690.18
"4309","04183979",2022-01-27,0.53,6.84,41.26694444,-84.5919444,690.18
"4310","04183979",2022-01-28,0.5,6.71,41.26694444,-84.5919444,690.18
"4311","04183979",2022-01-29,0.46,6.63,41.26694444,-84.5919444,690.18
"4312","04183979",2022-01-30,0.43,6.57,41.26694444,-84.5919444,690.18
"4313","04183979",2022-01-31,0.41,6.51,41.26694444,-84.5919444,690.18
"4314","04183979",2022-02-01,1.1,6.42,41.26694444,-84.5919444,690.18
"4315","04183979",2022-02-02,34.9,6.1,41.26694444,-84.5919444,690.18
"4316","04183979",2022-02-03,16.8,6.34,41.26694444,-84.5919444,690.18
"4317","04183979",2022-02-04,5.74,6.54,41.26694444,-84.5919444,690.18
"4318","04183979",2022-02-05,3.8,6.44,41.26694444,-84.5919444,690.18
"4319","04183979",2022-02-06,2.71,6.32,41.26694444,-84.5919444,690.18
"4320","04183979",2022-02-07,2,6.2,41.26694444,-84.5919444,690.18
"4321","04183979",2022-02-08,1.59,6.09,41.26694444,-84.5919444,690.18
"4322","04183979",2022-02-09,1.89,5.97,41.26694444,-84.5919444,690.18
"4323","04183979",2022-02-10,3.29,5.7,41.26694444,-84.5919444,690.18
"4324","04183979",2022-02-11,20.3,4.55,41.26694444,-84.5919444,690.18
"4325","04183979",2022-02-12,55.1,4.91,41.26694444,-84.5919444,690.18
"4326","04183979",2022-02-13,32.4,5.13,41.26694444,-84.5919444,690.18
"4327","04183979",2022-02-14,15.1,4.59,41.26694444,-84.5919444,690.18
"4328","04183979",2022-02-15,7.93,2.84,41.26694444,-84.5919444,690.18
"4329","04183979",2022-02-16,112,1.54,41.26694444,-84.5919444,690.18
"4330","04183979",2022-02-17,470,1.12,41.26694444,-84.5919444,690.18
"4331","04183979",2022-02-18,227,3.37,41.26694444,-84.5919444,690.18
"4332","04183979",2022-02-19,48.4,3.58,41.26694444,-84.5919444,690.18
"4333","04183979",2022-02-20,60.8,2.93,41.26694444,-84.5919444,690.18
"4334","04183979",2022-02-21,131,3.4,41.26694444,-84.5919444,690.18
"4335","04183979",2022-02-22,332,2.08,41.26694444,-84.5919444,690.18
"4336","04183979",2022-02-23,118,3.22,41.26694444,-84.5919444,690.18
"4337","04183979",2022-02-24,20.9,4.62,41.26694444,-84.5919444,690.18
"4338","04183979",2022-02-25,11,5.36,41.26694444,-84.5919444,690.18
"4339","04183979",2022-02-26,7.95,5.61,41.26694444,-84.5919444,690.18
"4340","04183979",2022-02-27,7.48,5.85,41.26694444,-84.5919444,690.18
"4341","04183979",2022-02-28,10.2,6.09,41.26694444,-84.5919444,690.18
"4342","04183979",2022-03-01,17.3,6.26,41.26694444,-84.5919444,690.18
"4343","04183979",2022-03-02,22.7,6.4,41.26694444,-84.5919444,690.18
"4344","04183979",2022-03-03,20.2,6.55,41.26694444,-84.5919444,690.18
"4345","04183979",2022-03-04,11.2,6.69,41.26694444,-84.5919444,690.18
"4346","04183979",2022-03-05,8.33,6.84,41.26694444,-84.5919444,690.18
"4347","04183979",2022-03-06,20.9,6.13,41.26694444,-84.5919444,690.18
"4348","04183979",2022-03-07,192,4.18,41.26694444,-84.5919444,690.18
"4349","04183979",2022-03-08,65.3,6.68,41.26694444,-84.5919444,690.18
"4350","04183979",2022-03-09,17.2,7.15,41.26694444,-84.5919444,690.18
"4351","04183979",2022-03-10,9.04,7.03,41.26694444,-84.5919444,690.18
"4352","04183979",2022-03-11,6.65,6.91,41.26694444,-84.5919444,690.18
"4353","04183979",2022-03-12,4.34,6.79,41.26694444,-84.5919444,690.18
"4354","04183979",2022-03-13,2.47,6.67,41.26694444,-84.5919444,690.18
"4355","04183979",2022-03-14,1.94,6.55,41.26694444,-84.5919444,690.18
"4356","04183979",2022-03-15,1.69,6.44,41.26694444,-84.5919444,690.18
"4357","04183979",2022-03-16,1.77,6.32,41.26694444,-84.5919444,690.18
"4358","04183979",2022-03-17,1.94,6.2,41.26694444,-84.5919444,690.18
"4359","04183979",2022-03-18,9.62,5.01,41.26694444,-84.5919444,690.18
"4360","04183979",2022-03-19,253,4.2,41.26694444,-84.5919444,690.18
"4361","04183979",2022-03-20,121,6.62,41.26694444,-84.5919444,690.18
"4362","04183979",2022-03-21,39.1,7.79,41.26694444,-84.5919444,690.18
"4363","04183979",2022-03-22,20.9,7.31,41.26694444,-84.5919444,690.18
"4364","04183979",2022-03-23,220,3.75,41.26694444,-84.5919444,690.18
"4365","04183979",2022-03-24,172,4.25,41.26694444,-84.5919444,690.18
"4366","04183979",2022-03-25,45.7,7.15,41.26694444,-84.5919444,690.18
"4367","04183979",2022-03-26,25.2,8.21,41.26694444,-84.5919444,690.18
"4368","04183979",2022-03-27,14,8.13,41.26694444,-84.5919444,690.18
"4369","04183979",2022-03-28,9.15,7.92,41.26694444,-84.5919444,690.18
"4370","04183979",2022-03-29,6.9,7.63,41.26694444,-84.5919444,690.18
"4371","04183979",2022-03-30,7.13,7.3,41.26694444,-84.5919444,690.18
"4372","04183979",2022-03-31,7.82,6.96,41.26694444,-84.5919444,690.18
"4373","04183979",2022-04-01,4.6,6.63,41.26694444,-84.5919444,690.18
"4374","041843678",2021-04-07,13.3,5.36,41.75497778,-84.25168889,760.43
"4375","041843678",2021-04-08,12.3,5.29,41.75497778,-84.25168889,760.43
"4376","041843678",2021-04-09,12.2,5.22,41.75497778,-84.25168889,760.43
"4377","041843678",2021-04-10,11.7,5.15,41.75497778,-84.25168889,760.43
"4378","041843678",2021-04-11,31.9,5.08,41.75497778,-84.25168889,760.43
"4379","041843678",2021-04-12,34.1,5.01,41.75497778,-84.25168889,760.43
"4380","041843678",2021-04-13,22.6,4.93,41.75497778,-84.25168889,760.43
"4381","041843678",2021-04-14,17.3,4.79,41.75497778,-84.25168889,760.43
"4382","041843678",2021-04-15,14.6,4.65,41.75497778,-84.25168889,760.43
"4383","041843678",2021-04-16,12.6,4.5,41.75497778,-84.25168889,760.43
"4384","041843678",2021-04-17,11.1,4.36,41.75497778,-84.25168889,760.43
"4385","041843678",2021-04-18,10.1,4.21,41.75497778,-84.25168889,760.43
"4386","041843678",2021-04-19,9.38,4.07,41.75497778,-84.25168889,760.43
"4387","041843678",2021-04-20,9.17,3.93,41.75497778,-84.25168889,760.43
"4388","041843678",2021-04-21,10.4,3.78,41.75497778,-84.25168889,760.43
"4389","041843678",2021-04-22,12.3,3.64,41.75497778,-84.25168889,760.43
"4390","041843678",2021-04-23,10.6,3.49,41.75497778,-84.25168889,760.43
"4391","041843678",2021-04-24,9.74,3.35,41.75497778,-84.25168889,760.43
"4392","041843678",2021-04-25,9.75,3.2,41.75497778,-84.25168889,760.43
"4393","041843678",2021-04-26,8.44,3.06,41.75497778,-84.25168889,760.43
"4394","041843678",2021-04-27,8.09,2.91,41.75497778,-84.25168889,760.43
"4395","041843678",2021-04-28,7.64,2.77,41.75497778,-84.25168889,760.43
"4396","041843678",2021-04-29,9.33,2.63,41.75497778,-84.25168889,760.43
"4397","041843678",2021-04-30,10.9,2.48,41.75497778,-84.25168889,760.43
"4398","041843678",2021-05-01,9.05,2.34,41.75497778,-84.25168889,760.43
"4399","041843678",2021-05-02,8.18,2.19,41.75497778,-84.25168889,760.43
"4400","041843678",2021-05-03,8.3,2.05,41.75497778,-84.25168889,760.43
"4401","041843678",2021-05-04,10.9,1.9,41.75497778,-84.25168889,760.43
"4402","041843678",2021-05-05,10.2,1.76,41.75497778,-84.25168889,760.43
"4403","041843678",2021-05-06,8.59,1.62,41.75497778,-84.25168889,760.43
"4404","041843678",2021-05-07,8.43,1.47,41.75497778,-84.25168889,760.43
"4405","041843678",2021-05-08,7.57,1.33,41.75497778,-84.25168889,760.43
"4406","041843678",2021-05-09,20.3,2.37,41.75497778,-84.25168889,760.43
"4407","041843678",2021-05-10,55.4,6.38,41.75497778,-84.25168889,760.43
"4408","041843678",2021-05-11,26.6,2.38,41.75497778,-84.25168889,760.43
"4409","041843678",2021-05-12,17.8,2.03,41.75497778,-84.25168889,760.43
"4410","041843678",2021-05-13,13.5,1.91,41.75497778,-84.25168889,760.43
"4411","041843678",2021-05-14,11.1,1.86,41.75497778,-84.25168889,760.43
"4412","041843678",2021-05-15,9.52,1.81,41.75497778,-84.25168889,760.43
"4413","041843678",2021-05-16,8.38,1.76,41.75497778,-84.25168889,760.43
"4414","041843678",2021-05-17,7.66,1.71,41.75497778,-84.25168889,760.43
"4415","041843678",2021-05-18,6.88,1.66,41.75497778,-84.25168889,760.43
"4416","041843678",2021-05-19,6.16,1.61,41.75497778,-84.25168889,760.43
"4417","041843678",2021-05-20,5.55,1.57,41.75497778,-84.25168889,760.43
"4418","041843678",2021-05-21,4.99,1.52,41.75497778,-84.25168889,760.43
"4419","041843678",2021-05-22,4.5,1.47,41.75497778,-84.25168889,760.43
"4420","041843678",2021-05-23,4.2,1.42,41.75497778,-84.25168889,760.43
"4421","041843678",2021-05-24,3.98,1.37,41.75497778,-84.25168889,760.43
"4422","041843678",2021-05-25,3.64,1.32,41.75497778,-84.25168889,760.43
"4423","041843678",2021-05-26,4.24,1.27,41.75497778,-84.25168889,760.43
"4424","041843678",2021-05-27,4.16,1.23,41.75497778,-84.25168889,760.43
"4425","041843678",2021-05-28,5.19,1.21,41.75497778,-84.25168889,760.43
"4426","041843678",2021-05-29,6.22,1.2,41.75497778,-84.25168889,760.43
"4427","041843678",2021-05-30,4.48,1.19,41.75497778,-84.25168889,760.43
"4428","041843678",2021-05-31,3.64,1.19,41.75497778,-84.25168889,760.43
"4429","041843678",2021-06-01,3.28,1.18,41.75497778,-84.25168889,760.43
"4430","041843678",2021-06-02,4.14,1.17,41.75497778,-84.25168889,760.43
"4431","041843678",2021-06-03,8.75,1.16,41.75497778,-84.25168889,760.43
"4432","041843678",2021-06-04,6.23,1.15,41.75497778,-84.25168889,760.43
"4433","041843678",2021-06-05,4.44,1.14,41.75497778,-84.25168889,760.43
"4434","041843678",2021-06-06,3.44,1.13,41.75497778,-84.25168889,760.43
"4435","041843678",2021-06-07,3.07,1.13,41.75497778,-84.25168889,760.43
"4436","041843678",2021-06-08,3.09,1.12,41.75497778,-84.25168889,760.43
"4437","041843678",2021-06-09,3.6,1.11,41.75497778,-84.25168889,760.43
"4438","041843678",2021-06-10,7.08,1.1,41.75497778,-84.25168889,760.43
"4439","041843678",2021-06-11,4.27,1.09,41.75497778,-84.25168889,760.43
"4440","041843678",2021-06-12,3.07,1.08,41.75497778,-84.25168889,760.43
"4441","041843678",2021-06-13,2.53,1.07,41.75497778,-84.25168889,760.43
"4442","041843678",2021-06-14,2.22,1.07,41.75497778,-84.25168889,760.43
"4443","041843678",2021-06-15,2.34,1.06,41.75497778,-84.25168889,760.43
"4444","041843678",2021-06-16,1.85,1.05,41.75497778,-84.25168889,760.43
"4445","041843678",2021-06-17,1.54,1.04,41.75497778,-84.25168889,760.43
"4446","041843678",2021-06-18,4.86,1.03,41.75497778,-84.25168889,760.43
"4447","041843678",2021-06-19,5.1,1.02,41.75497778,-84.25168889,760.43
"4448","041843678",2021-06-20,8.44,1.18,41.75497778,-84.25168889,760.43
"4449","041843678",2021-06-21,115,18.4,41.75497778,-84.25168889,760.43
"4450","041843678",2021-06-22,57.4,15.6,41.75497778,-84.25168889,760.43
"4451","041843678",2021-06-23,27.1,7.75,41.75497778,-84.25168889,760.43
"4452","041843678",2021-06-24,16,4.38,41.75497778,-84.25168889,760.43
"4453","041843678",2021-06-25,14.2,3.5,41.75497778,-84.25168889,760.43
"4454","041843678",2021-06-26,192,13.6,41.75497778,-84.25168889,760.43
"4455","041843678",2021-06-27,101,10.9,41.75497778,-84.25168889,760.43
"4456","041843678",2021-06-28,50.9,8.92,41.75497778,-84.25168889,760.43
"4457","041843678",2021-06-29,31.6,7.28,41.75497778,-84.25168889,760.43
"4458","041843678",2021-06-30,24.2,5.64,41.75497778,-84.25168889,760.43
"4459","041843678",2021-07-01,21.9,4.37,41.75497778,-84.25168889,760.43
"4460","041843678",2021-07-02,16.2,4.11,41.75497778,-84.25168889,760.43
"4461","041843678",2021-07-03,12.6,3.91,41.75497778,-84.25168889,760.43
"4462","041843678",2021-07-04,8.95,3.71,41.75497778,-84.25168889,760.43
"4463","041843678",2021-07-05,6.88,3.51,41.75497778,-84.25168889,760.43
"4464","041843678",2021-07-06,5.58,3.31,41.75497778,-84.25168889,760.43
"4465","041843678",2021-07-07,5.44,3.11,41.75497778,-84.25168889,760.43
"4466","041843678",2021-07-08,11.2,2.91,41.75497778,-84.25168889,760.43
"4467","041843678",2021-07-09,6.93,2.71,41.75497778,-84.25168889,760.43
"4468","041843678",2021-07-10,4.9,2.51,41.75497778,-84.25168889,760.43
"4469","041843678",2021-07-11,4.99,2.31,41.75497778,-84.25168889,760.43
"4470","041843678",2021-07-12,5.41,2.14,41.75497778,-84.25168889,760.43
"4471","041843678",2021-07-13,118,5.79,41.75497778,-84.25168889,760.43
"4472","041843678",2021-07-14,129,6.37,41.75497778,-84.25168889,760.43
"4473","041843678",2021-07-15,58.3,4.11,41.75497778,-84.25168889,760.43
"4474","041843678",2021-07-16,118,2.73,41.75497778,-84.25168889,760.43
"4475","041843678",2021-07-17,317,4.55,41.75497778,-84.25168889,760.43
"4476","041843678",2021-07-18,124,3.97,41.75497778,-84.25168889,760.43
"4477","041843678",2021-07-19,65.6,3.43,41.75497778,-84.25168889,760.43
"4478","041843678",2021-07-20,39.3,2.9,41.75497778,-84.25168889,760.43
"4479","041843678",2021-07-21,25.4,2.37,41.75497778,-84.25168889,760.43
"4480","041843678",2021-07-22,18.5,1.84,41.75497778,-84.25168889,760.43
"4481","041843678",2021-07-23,59.1,1.52,41.75497778,-84.25168889,760.43
"4482","041843678",2021-07-24,67.8,1.65,41.75497778,-84.25168889,760.43
"4483","041843678",2021-07-25,699,1.53,41.75497778,-84.25168889,760.43
"4484","041843678",2021-07-26,289,1.81,41.75497778,-84.25168889,760.43
"4485","041843678",2021-07-27,153,1.44,41.75497778,-84.25168889,760.43
"4486","041843678",2021-07-28,91.3,1.08,41.75497778,-84.25168889,760.43
"4487","041843678",2021-07-29,61.8,0.76,41.75497778,-84.25168889,760.43
"4488","041843678",2021-07-30,42.1,0.719,41.75497778,-84.25168889,760.43
"4489","041843678",2021-07-31,31.1,0.718,41.75497778,-84.25168889,760.43
"4490","041843678",2021-08-01,24.2,0.718,41.75497778,-84.25168889,760.43
"4491","041843678",2021-08-02,19.9,0.717,41.75497778,-84.25168889,760.43
"4492","041843678",2021-08-03,16.1,0.717,41.75497778,-84.25168889,760.43
"4493","041843678",2021-08-04,13.3,0.716,41.75497778,-84.25168889,760.43
"4494","041843678",2021-08-05,11,0.716,41.75497778,-84.25168889,760.43
"4495","041843678",2021-08-06,8.28,0.715,41.75497778,-84.25168889,760.43
"4496","041843678",2021-08-07,7.39,0.715,41.75497778,-84.25168889,760.43
"4497","041843678",2021-08-08,6.39,0.715,41.75497778,-84.25168889,760.43
"4498","041843678",2021-08-09,5.53,0.714,41.75497778,-84.25168889,760.43
"4499","041843678",2021-08-10,5.17,0.714,41.75497778,-84.25168889,760.43
"4500","041843678",2021-08-11,5.13,0.714,41.75497778,-84.25168889,760.43
"4501","041843678",2021-08-12,7.09,0.714,41.75497778,-84.25168889,760.43
"4502","041843678",2021-08-13,6.74,0.713,41.75497778,-84.25168889,760.43
"4503","041843678",2021-08-14,6.49,0.713,41.75497778,-84.25168889,760.43
"4504","041843678",2021-08-15,4.96,0.713,41.75497778,-84.25168889,760.43
"4505","041843678",2021-08-16,4.13,0.713,41.75497778,-84.25168889,760.43
"4506","041843678",2021-08-17,3.72,0.712,41.75497778,-84.25168889,760.43
"4507","041843678",2021-08-18,3.19,0.712,41.75497778,-84.25168889,760.43
"4508","041843678",2021-08-19,2.71,0.712,41.75497778,-84.25168889,760.43
"4509","041843678",2021-08-20,2.39,0.712,41.75497778,-84.25168889,760.43
"4510","041843678",2021-08-21,2.17,0.711,41.75497778,-84.25168889,760.43
"4511","041843678",2021-08-22,1.99,0.711,41.75497778,-84.25168889,760.43
"4512","041843678",2021-08-23,1.77,0.711,41.75497778,-84.25168889,760.43
"4513","041843678",2021-08-24,1.63,0.711,41.75497778,-84.25168889,760.43
"4514","041843678",2021-08-25,1.51,0.71,41.75497778,-84.25168889,760.43
"4515","041843678",2021-08-26,1.45,0.71,41.75497778,-84.25168889,760.43
"4516","041843678",2021-08-27,1.41,0.71,41.75497778,-84.25168889,760.43
"4517","041843678",2021-08-28,1.38,0.709,41.75497778,-84.25168889,760.43
"4518","041843678",2021-08-29,1.41,0.709,41.75497778,-84.25168889,760.43
"4519","041843678",2021-08-30,1.64,0.709,41.75497778,-84.25168889,760.43
"4520","041843678",2021-08-31,1.36,0.709,41.75497778,-84.25168889,760.43
"4521","041843678",2021-09-01,1.14,0.708,41.75497778,-84.25168889,760.43
"4522","041843678",2021-09-02,1.1,0.708,41.75497778,-84.25168889,760.43
"4523","041843678",2021-09-03,0.98,0.708,41.75497778,-84.25168889,760.43
"4524","041843678",2021-09-04,1.1,0.708,41.75497778,-84.25168889,760.43
